PassengerCount,TripDurationSeconds,TripDistanceMiles,PaymentType,FareAmount,TaxAmount,ZipCodeBKey,City,State,TripDate
5,1620,5.82,CRD,23,1,10005-1638,Brooklyn Heights,NY,2013-05-31
5,1140,9.91,CRD,29,1,10306-5612,Staten Island,NY,2013-02-13
5,1680,10.39,CRD,33,1,10019-5393,New York,NY,2013-08-15
5,1440,4.4,CRD,19,1,10014-2764,Manhattan,NY,2013-11-09
5,1200,13.16,CRD,37,1,10128-3635,New York,NY,2013-08-16
5,840,7.83,CRD,22,1,10028-1067,Flushing,NY,2013-01-23
5,1200,8.11,CRD,25,1,10011-1110,Manhattan,NY,2013-01-22
5,2220,19.42,CRD,55,1,10025-7837,New York,NY,2013-04-29
5,960,8.45,CRD,25,1,10017-1226,Manhattan,NY,2013-01-04
5,1200,8,CRD,25,1,10016-6034,Manhattan,NY,2013-04-04
5,1740,9.99,CRD,33,1,11101-5912,Long Island City,NY,2013-11-07
5,1500,14.16,CRD,40,1,10002-1551,Manhattan,NY,2013-12-03
5,1320,9.18,CRD,28,1,10025-2112,Manhattan,NY,2013-07-24
5,960,5.14,CRD,18,1,10016-0118,New York,NY,2013-11-24
5,1320,7.66,CRD,24,1,10036-3568,New York,NY,2013-08-12
5,1920,3.27,CRD,20,1,10001-5680,New York,NY,2013-12-21
5,1140,7.66,CRD,24,1,10002-4394,Manhattan,NY,2013-06-29
5,1440,9.08,CRD,28,1,11370-1320,Trainsmeadow,NY,2013-07-14
5,1320,7.69,CRD,25,1,11370-1320,Trainsmeadow,NY,2013-02-22
3,1560,10.83,CRD,32,1,10012-1463,Prince,NY,2013-10-30
3,1080,5.32,CRD,19,1,11201-6891,Brooklyn,NY,2013-10-12
3,1320,8.74,CRD,27,1,10023-7904,Manhattan,NY,2013-07-10
3,960,4.83,CRD,16,1,10010-6827,Manhattan,NY,2013-01-24
3,901,6.2,CRD,20,1,10004-1000,Brooklyn Heights,NY,2013-11-16
3,1080,6.44,CRD,21,1,10004-2466,Brooklyn Heights,NY,2013-10-22
3,1020,6.03,CRD,19,1,10014-1028,Manhattan,NY,2013-10-14
3,1119,13.7,CRD,37,1,10010-2434,Manhattan,NY,2013-11-16
3,3540,13.6,CRD,49,1,10007-2986,Manhattan,NY,2013-03-15
3,666,5.3,CRD,17,1,10281-1032,Manhattan,NY,2013-08-20
3,1236,10.4,CRD,30,1,10001-6911,Manhattan,NY,2013-04-21
3,1860,8.7,CRD,29,1,10016-8809,Manhattan,NY,2013-12-20
3,955,4.5,CRD,16,1,10014-6927,Prince,NY,2013-01-13
4,960,5.49,CRD,18,1,10029-5090,Manhattan,NY,2013-11-03
4,780,3.43,CRD,13,1,10001-4871,Greeley Square,NY,2013-09-29
4,2220,16.29,CRD,46,1,10128-1238,New York,NY,2013-09-18
4,1020,7.9,CRD,24,1,10453-5897,Bronx,NY,2013-04-17
6,2520,10.23,CRD,36,1,10022-4695,Manhattan,NY,2013-03-04
6,1020,8.76,CRD,25,1,10022-7745,Franklin D Roosevelt,NY,2013-08-22
6,1080,7.91,CRD,23,1,11370-1343,Trainsmeadow,NY,2013-06-18
6,1860,13.71,CRD,41,1,10029-7241,New York,NY,2013-11-01
6,900,7.74,CRD,23,1,10016-3644,Manhattan,NY,2013-03-26
6,960,4.05,CRD,15,1,10017-1101,Manhattan,NY,2013-09-13
6,960,8.7,CRD,25,1,10017-4303,Manhattan,NY,2013-02-13
6,2160,11.21,CRD,38,1,10018-0829,Manhattan,NY,2013-08-27
6,900,4.66,CRD,16,1,10003-1838,Manhattan,NY,2013-10-05
5,1320,11.56,CRD,33,1,10001-7005,Manhattan,NY,2013-02-28
4,1811,10.1,CRD,31,1,10014-3928,Prince,NY,2013-09-22
3,1380,11.08,CRD,33,1,10016-4973,Manhattan,NY,2013-02-27
5,1440,10.82,CRD,32,1,10001-2002,New York,NY,2013-04-14
6,1380,10.75,CRD,32,1,10029-2004,Wards Island,NY,2013-03-08
6,1260,11.24,CRD,33,1,11211-5100,Brooklyn,NY,2013-04-28
6,1200,10.6,CRD,31,1,10019-6011,New York,NY,2013-09-27
3,1523,10,CRD,31,1,10019-5890,New York,NY,2013-11-04
5,1260,11.12,CRD,32,1,10003-7402,Manhattan,NY,2013-10-03
6,960,9.59,CRD,28,1,10016-9088,Manhattan,NY,2013-11-12
5,1320,9.32,CRD,28,1,11370-1320,Trainsmeadow,NY,2013-05-16
5,1140,9.95,CRD,28,1,10014-1114,Manhattan,NY,2013-02-22
5,1620,8.06,CRD,28,1,10001-1802,Manhattan,NY,2013-08-29
6,1560,8.54,CRD,28,1,10024-6101,Manhattan,NY,2013-01-09
3,1140,9.93,CRD,28,1,10022-4605,Manhattan,NY,2013-09-28
3,1623,8.3,CRD,28,1,11101-5550,Queens,NY,2013-02-17
4,1320,9.2,CRD,28,1,10011-2804,Manhattan,NY,2013-09-08
6,2820,10.21,CRD,34,1,07032-3930,South Kearny,NJ,2013-05-31
3,2009,8.6,CRD,30,1,10011-8956,Manhattan,NY,2013-11-15
3,840,8.27,CRD,24,1,10128-7918,Manhattan,NY,2013-12-09
4,1260,8.74,CRD,27,1,10038-4935,Brooklyn Heights,NY,2013-09-25
4,1560,13.82,CRD,39,1,10038-4914,Brooklyn Heights,NY,2013-11-08
6,1080,12.04,CRD,34,1,10017-6206,New York,NY,2013-01-30
6,1620,7.87,CRD,26,1,10018-1406,Manhattan,NY,2013-03-06
3,1198,9.6,CRD,29,1,11373-4418,Elmhurst,NY,2013-06-30
6,900,7.81,CRD,23,1,10016-7329,Manhattan,NY,2013-10-09
3,1200,7.38,CRD,24,1,10014-4904,Prince,NY,2013-08-16
3,1560,9.22,CRD,29,1,10036-2711,Manhattan,NY,2013-11-25
6,1320,11.51,CRD,34,1,10011-3559,Manhattan,NY,2013-01-01
4,1920,8.74,CRD,29,1,11370-1320,Trainsmeadow,NY,2013-03-18
6,1980,11.69,CRD,36,1,10017-1224,New York,NY,2013-09-16
3,1106,10.7,CRD,30,1,10002-0903,Manhattan,NY,2013-06-09
4,1500,10.3,CRD,31,1,10001-6423,Manhattan,NY,2013-10-10
4,1980,11.32,CRD,36,1,10025-3713,Manhattan,NY,2013-02-22
5,1980,11.36,CRD,36,1,10017-6901,New York,NY,2013-02-27
5,1200,8.19,CRD,25,1,11370-1320,Trainsmeadow,NY,2013-02-26
5,2220,10.09,CRD,33,1,10016-9023,Manhattan,NY,2013-01-18
5,2280,11.39,CRD,36,1,10024-4332,Planetarium,NY,2013-02-13
5,1980,8.49,CRD,29,1,10036-6999,Manhattan,NY,2013-04-04
5,1260,11.69,CRD,34,1,11370-1320,Trainsmeadow,NY,2013-03-03
5,1380,8.65,CRD,27,1,10001-6432,Manhattan,NY,2013-12-29
5,1860,10.85,CRD,33,1,10016-0903,Manhattan,NY,2013-01-29
5,1140,10.16,CRD,30,1,10019-5423,New York,NY,2013-10-05
5,1680,8.96,CRD,29,1,11370-1320,Trainsmeadow,NY,2013-08-07
5,3060,9.49,CRD,36,1,10016-3111,Manhattan,NY,2013-09-04
5,1680,9.75,CRD,31,1,11370-1209,Trainsmeadow,NY,2013-07-09
5,2580,10.12,CRD,36,1,11372-7920,Flushing,NY,2013-06-26
5,1020,8.78,CRD,27,1,11220-5447,Brooklyn,NY,2013-07-27
5,1500,8.24,CRD,26,1,11370-1320,Trainsmeadow,NY,2013-11-04
5,1140,9.71,CRD,28,1,10022-1567,New York,NY,2013-03-06
5,2220,10.72,CRD,34,1,10011-5806,Manhattan,NY,2013-12-16
5,1560,10.66,CRD,32,1,10001-7506,Manhattan,NY,2013-02-06
5,1260,11,CRD,32,1,10032-7213,Manhattan,NY,2013-10-05
5,2160,10.23,CRD,36,1,10012-1025,Prince,NY,2013-09-27
5,2700,8.87,CRD,32,1,11434-2867,Rochdale,NY,2013-05-22
5,1380,13.65,CRD,38,1,10031-1123,Manhattan,NY,2013-08-14
5,2100,11.59,CRD,38,1,11217-5008,Brooklyn,NY,2013-04-27
5,2100,10.54,CRD,34,1,11370-1320,Trainsmeadow,NY,2013-10-30
5,1020,9.67,CRD,28,1,10009-3308,Manhattan,NY,2013-10-25
5,900,9.52,CRD,26,1,11369-1634,Flushing,NY,2013-09-11
5,1440,7.34,CRD,25,1,10018-1432,Manhattan,NY,2013-03-01
6,1620,10.56,CRD,32,1,10025-8210,Planetarium,NY,2013-01-23
6,1560,13.33,CRD,38,1,10010-3639,Manhattan,NY,2013-01-17
6,1440,12.63,CRD,37,1,11101-2504,Queens,NY,2013-08-13
6,2220,9.71,CRD,34,1,10019-5808,New York,NY,2013-08-07
6,1800,11.88,CRD,37,1,10001-6972,Greeley Square,NY,2013-10-25
6,1440,11.59,CRD,34,1,11211-4903,Brooklyn,NY,2013-12-21
6,1380,13.94,CRD,39,1,10017-1101,Manhattan,NY,2013-02-06
6,2340,12.49,CRD,38,1,10010-5585,Manhattan,NY,2013-11-08
6,1680,14.62,CRD,41,1,10036-4048,Manhattan,NY,2013-05-24
6,1560,13.22,CRD,38,1,11370-1320,Trainsmeadow,NY,2013-08-27
6,1200,8.93,CRD,28,1,10001-2755,Manhattan,NY,2013-11-26
6,2280,13.45,CRD,42,1,10017-5418,New York,NY,2013-03-13
4,2160,19.74,CRD,54,1,10022-4618,Manhattan,NY,2013-04-18
3,1620,11.11,CRD,35,1,10016-6401,Manhattan,NY,2013-12-05
3,1620,13.49,CRD,39,1,10456-6416,Morrisania,NY,2013-05-23
3,1560,13.4,CRD,39,1,10168-0069,New York,NY,2013-04-13
4,1800,8.04,CRD,27,1,10011-4262,Manhattan,NY,2013-11-20
4,1789,11,CRD,35,1,10014-1204,Manhattan,NY,2013-09-30
4,2445,10.9,CRD,37,1,10023-1708,Manhattan,NY,2013-03-07
3,1854,9.8,CRD,31,1,10014-1205,Manhattan,NY,2013-04-17
4,1200,12.49,CRD,35,1,11218-2737,Brooklyn,NY,2013-11-25
4,1193,12.7,CRD,36,1,10018-0131,Manhattan,NY,2013-06-09
3,2058,11.2,CRD,36,1,10001-6004,Greeley Square,NY,2013-06-25
3,1920,13.06,CRD,40,1,10005-2864,Brooklyn Heights,NY,2013-08-28
4,2340,13.82,CRD,42,1,10019-7493,Manhattan,NY,2013-08-26
3,660,4.35,CRD,15,1,11102-4149,Queens,NY,2013-07-10
3,1080,8.31,CRD,25,1,10001-3206,New York,NY,2013-12-29
4,1080,4.47,CRD,17,1,10013-1547,Prince,NY,2013-10-03
3,1151,4,CRD,17,1,10014-1082,Manhattan,NY,2013-08-16
6,840,6.18,CRD,20,1,10016-2658,Manhattan,NY,2013-03-01
6,960,4.86,CRD,17,1,10013-1901,Manhattan,NY,2013-11-24
4,540,3.15,CRD,12,1,10016-2102,Manhattan,NY,2013-11-16
3,1620,14.08,CRD,40,1,10016-6401,Manhattan,NY,2013-10-10
3,840,3.79,CRD,14,1,10019-7434,Manhattan,NY,2013-01-16
6,1800,10.05,CRD,31,1,10001-7019,Manhattan,NY,2013-02-15
6,900,3.47,CRD,14,1,10018-6659,Manhattan,NY,2013-08-30
6,2040,7.01,CRD,28,1,10036-6889,New York,NY,2013-08-30
3,1560,10.82,CRD,31,1,10001-2152,New York,NY,2013-12-14
3,600,2.77,CRD,11,1,10017-1908,Manhattan,NY,2013-02-12
3,1320,10.28,CRD,30,1,10016-8205,Manhattan,NY,2013-10-22
6,540,3.52,CRD,12,1,10280-1186,Jersey City,NY,2013-06-08
6,660,2.98,CRD,12,1,10010-3606,Manhattan,NY,2013-08-19
4,4575,11.1,CRD,8,1,10011-4011,Manhattan,NY,2013-09-26
6,720,4.2,CRD,14,1,10004-1497,Brooklyn Heights,NY,2013-02-01
3,780,5.7,CRD,18,1,10038-1808,Brooklyn Heights,NY,2013-12-15
6,540,3.18,CRD,12,1,10004-1926,Brooklyn Heights,NY,2013-06-24
6,2100,11.13,CRD,36,1,10031-5541,Manhattan,NY,2013-06-16
5,480,3.02,CRD,11,1,10003-4283,Manhattan,NY,2013-02-02
5,1020,4.44,CRD,17,1,10014-1549,Manhattan,NY,2013-07-05
5,540,2.64,CRD,10,1,10010-3606,Manhattan,NY,2013-09-06
5,660,2.98,CRD,11,1,10176-1902,Manhattan,NY,2013-09-11
5,720,3.6,CRD,13,1,10016-4853,Manhattan,NY,2013-05-15
5,600,2.72,CRD,11,1,10017-6302,New York,NY,2013-06-19
5,600,2.9,CRD,11,1,10010-1706,Manhattan,NY,2013-02-27
5,780,3.18,CRD,13,1,10019-6709,Manhattan,NY,2013-07-08
5,780,4.44,CRD,15,1,10017-8651,Manhattan,NY,2013-02-17
5,1260,8.2,CRD,26,1,10003-5513,Manhattan,NY,2013-02-13
5,900,4.19,CRD,16,1,10018-7570,Manhattan,NY,2013-03-15
5,1080,4.3,CRD,17,1,10011-1131,Manhattan,NY,2013-09-10
5,840,3.45,CRD,13,1,10022-4608,Manhattan,NY,2013-06-20
5,1140,4.93,CRD,18,1,10001-1219,Manhattan,NY,2013-04-01
5,780,4.39,CRD,15,1,10022-6088,New York,NY,2013-09-26
5,1080,3.77,CRD,16,1,10003-8099,Manhattan,NY,2013-12-07
5,1020,6.08,CRD,21,1,10001-7014,Manhattan,NY,2013-04-07
5,1500,10.41,CRD,31,1,10017-3902,New York,NY,2013-06-22
5,1620,16.77,CRD,47,1,10038-4752,Brooklyn Heights,NY,2013-12-10
5,1020,7.07,CRD,22,1,10019-6002,New York,NY,2013-04-26
5,1020,6.57,CRD,21,1,10044-0212,Manhattan,NY,2013-06-09
5,1200,5.92,CRD,21,1,10027-7060,New York,NY,2013-04-24
5,1440,10.9,CRD,32,1,10010-5221,Manhattan,NY,2013-08-05
5,960,6.39,CRD,20,1,10005-2912,Brooklyn Heights,NY,2013-06-07
5,1560,8.8,CRD,27,1,10024-6278,Manhattan,NY,2013-04-19
5,1080,9.09,CRD,26,1,11370-1320,Trainsmeadow,NY,2013-03-17
5,1200,4.12,CRD,17,1,11222-7104,Brooklyn,NY,2013-08-08
6,1080,12.41,CRD,34,1,10017-3905,New York,NY,2013-10-13
3,1080,6.16,CRD,21,1,11106-1861,Queens,NY,2013-02-24
6,900,3.95,CRD,15,1,10016-5408,Manhattan,NY,2013-12-03
6,1080,6.19,CRD,21,1,10001-5693,Manhattan,NY,2013-05-22
6,1440,8.33,CRD,27,1,10107-3736,Manhattan,NY,2013-06-17
3,1008,3.6,CRD,15,1,10016-9702,Manhattan,NY,2013-06-16
6,840,7.26,CRD,21,1,10281-0018,Jersey City,NY,2013-02-05
3,900,5.26,CRD,18,1,10014-1106,Manhattan,NY,2013-07-10
6,840,5.47,CRD,17,1,10029-5708,Manhattan,NY,2013-03-19
6,1680,8.24,CRD,28,1,11222-5893,Brooklyn,NY,2013-06-29
6,660,3.57,CRD,13,1,10003-2923,Manhattan,NY,2013-07-02
4,1489,9.7,CRD,30,1,10036-6908,Manhattan,NY,2013-11-29
3,531,2.6,CRD,10,1,10018-3612,Manhattan,NY,2013-06-22
3,1982,8,CRD,30,1,10075-2292,Manhattan,NY,2013-10-12
6,840,3.49,CRD,13,1,10011-2059,Manhattan,NY,2013-03-25
3,720,3.71,CRD,14,1,10007-2110,Manhattan,NY,2013-08-30
3,1197,9.7,CRD,29,1,11211-3753,Brooklyn,NY,2013-08-03
3,1440,7.84,CRD,26,1,10014-1308,Manhattan,NY,2013-08-25
3,1260,6.16,CRD,22,1,11103-4676,Astoria,NY,2013-02-03
3,1612,8.2,CRD,28,1,10020-2207,New York,NY,2013-06-15
5,1620,9.79,CRD,30,1,11370-1320,Trainsmeadow,NY,2013-09-12
5,2520,11.66,CRD,40,1,10027-6901,New York,NY,2013-12-06
6,1320,10.39,CRD,31,1,10017-7900,Manhattan,NY,2013-12-05
6,1920,13.37,CRD,39,1,10017-3125,New York,NY,2013-10-01
3,1168,10.1,CRD,29,1,10065-7704,New York,NY,2013-06-07
3,1660,13.5,CRD,39,1,11368-4096,Flushing,NY,2013-08-29
3,1249,13.7,CRD,38,1,10028-4409,Manhattan,NY,2013-07-21
6,2100,14.23,CRD,42,1,10018-1019,Weehawken,NY,2013-02-13
6,1560,10.19,CRD,31,1,10013-2798,Manhattan,NY,2013-06-17
3,1262,7.6,CRD,25,1,10003-5300,Manhattan,NY,2013-02-01
5,1740,13.49,CRD,39,1,10024-5799,Planetarium,NY,2013-02-06
3,1385,9.2,CRD,29,1,11369-1297,Flushing,NY,2013-09-26
3,2400,12.26,CRD,37,1,10036-7001,New York,NY,2013-09-24
3,1740,12.14,CRD,37,1,10027-6901,New York,NY,2013-07-27
5,1560,12.96,CRD,37,1,10128-6533,Manhattan,NY,2013-12-07
5,1380,9.63,CRD,29,1,10012-5115,Manhattan,NY,2013-12-23
6,1680,15.67,CRD,44,1,10018-1366,Manhattan,NY,2013-04-13
6,2100,11.63,CRD,36,1,10036-7302,Manhattan,NY,2013-02-07
3,2340,10.73,CRD,37,1,11370-1320,Trainsmeadow,NY,2013-11-21
5,1380,13.37,CRD,37,1,10022-7844,Manhattan,NY,2013-12-05
5,1440,12.76,CRD,36,1,10007-2116,Manhattan,NY,2013-01-23
3,2101,11.8,CRD,37,1,10003-9800,Manhattan,NY,2013-12-31
5,780,4.5,CRD,15,1,10036-6889,New York,NY,2013-02-24
5,1080,7.99,CRD,26,1,10016-7422,Manhattan,NY,2013-07-18
6,540,2.25,CRD,9,1,10016-2604,Manhattan,NY,2013-05-31
5,1560,6.39,CRD,22,1,10128-5815,New York,NY,2013-02-06
3,540,2.36,CRD,10,1,10016-6499,Manhattan,NY,2013-02-14
4,787,6.2,CRD,19,1,10017-2942,Manhattan,NY,2013-01-06
5,840,3.27,CRD,14,1,10001-5423,Manhattan,NY,2013-11-13
3,960,4.42,CRD,16,1,10036-2006,New York,NY,2013-12-08
3,360,2.58,CRD,9,1,10016-8538,Manhattan,NY,2013-06-21
3,1140,6.03,CRD,20,1,10036-7004,Manhattan,NY,2013-08-17
3,1509,7.8,CRD,27,1,10009-3450,Manhattan,NY,2013-04-26
6,1500,5.86,CRD,21,1,10003-2957,Manhattan,NY,2013-10-12
3,540,2.53,CRD,10,1,10016-0964,Manhattan,NY,2013-06-19
6,540,2.62,CRD,10,1,10016-4382,Manhattan,NY,2013-02-10
5,600,2.84,CRD,11,1,10022-6020,Manhattan,NY,2013-05-28
3,1020,3.51,CRD,15,1,10016-8107,Manhattan,NY,2013-06-14
3,360,2.4,CRD,9,1,10017-6602,Manhattan,NY,2013-09-08
4,600,2.94,CRD,12,1,11222-3131,Brooklyn,NY,2013-08-18
6,840,2.75,CRD,12,1,10001-3839,Manhattan,NY,2013-08-28
5,840,4.13,CRD,15,1,10016-4853,Manhattan,NY,2013-10-11
5,1260,10.71,CRD,30,1,10017-2102,Manhattan,NY,2013-05-20
6,1500,2.92,CRD,16,1,10010-4584,Manhattan,NY,2013-01-16
5,2280,15.58,CRD,46,1,10065-4918,New York,NY,2013-11-21
3,1020,4.56,CRD,17,1,10001-2105,Manhattan,NY,2013-09-07
3,1920,16.66,CRD,47,1,10128-2227,Flushing,NY,2013-11-07
6,1980,9.94,CRD,35,1,11369-1297,Flushing,NY,2013-10-10
3,2520,17.36,CRD,50,1,11422-3125,Springfield Gardens,NY,2013-05-09
5,1500,15.56,CRD,44,1,10018-2205,Manhattan,NY,2013-11-02
6,1860,17.54,CRD,48,1,10003-6124,Manhattan,NY,2013-05-11
6,4200,25.97,CRD,77,1,10001-1621,Manhattan,NY,2013-12-17
4,1151,12.2,CRD,34,1,10022-6362,Franklin D Roosevelt,NY,2013-01-08
6,1980,19.91,CRD,54,1,10154-3301,New York,NY,2013-03-07
4,2880,14.86,CRD,48,1,10022-4226,New York,NY,2013-12-13
4,2520,16.76,CRD,50,1,10019-4106,New York,NY,2013-10-25
3,2042,12.1,CRD,37,1,10009-5839,Manhattan,NY,2013-06-27
3,1800,18.71,CRD,51,1,10022-4669,Manhattan,NY,2013-10-23
3,2016,9.3,CRD,32,1,10016-9028,Manhattan,NY,2013-11-07
5,1560,12.21,CRD,36,1,10038-5152,Brooklyn Heights,NY,2013-05-21
3,2700,14.9,CRD,47,1,10027-4651,New York,NY,2013-04-22
3,2640,14.71,CRD,46,1,10003-2751,Manhattan,NY,2013-01-30
6,2040,19.59,CRD,54,1,10022-4223,New York,NY,2013-01-15
4,2220,8.63,CRD,34,1,10028-6119,Manhattan,NY,2013-01-18
3,1140,8.62,CRD,26,1,10036-7304,Manhattan,NY,2013-07-25
6,2820,18.21,CRD,55,1,11432-4253,Jamaica,NY,2013-04-08
5,2400,19.76,CRD,56,1,10014-1213,Manhattan,NY,2013-04-11
5,1260,14.1,CRD,39,1,10036-7318,Manhattan,NY,2013-07-29
4,2640,9.97,CRD,36,1,11369-1634,Flushing,NY,2013-11-15
3,2628,14,CRD,45,1,11238-3440,Brooklyn,NY,2013-12-19
5,2040,15.1,CRD,44,1,10023-5805,Manhattan,NY,2013-06-15
4,1618,19.7,CRD,53,1,11215-4641,Brooklyn,NY,2013-05-25
5,1920,23.28,CRD,62,1,11422-3125,Springfield Gardens,NY,2013-07-03
6,3540,25.02,CRD,74,1,10028-4302,Manhattan,NY,2013-10-11
5,1714,11.9,CRD,36,1,10004-2297,Brooklyn Heights,NY,2013-04-26
6,1020,7.38,CRD,23,1,10017-1915,Manhattan,NY,2013-03-20
3,1740,12.87,CRD,38,1,10012-3952,Manhattan,NY,2013-01-27
4,2040,16.29,CRD,46,1,10014-1231,Manhattan,NY,2013-09-13
5,2760,12.91,CRD,45,1,11370-1320,Trainsmeadow,NY,2013-07-18
6,3120,12.84,CRD,45,1,11370-1320,Trainsmeadow,NY,2013-06-04
6,1860,12.85,CRD,38,1,11370-1320,Trainsmeadow,NY,2013-11-25
6,1560,9.41,CRD,29,1,11370-1320,Trainsmeadow,NY,2013-05-30
5,2280,10.02,CRD,36,1,11370-1320,Trainsmeadow,NY,2013-11-13
4,3600,14.54,CRD,51,1,11370-1320,Trainsmeadow,NY,2013-11-14
2,2940,13.19,CRD,46,1,11370-1320,Trainsmeadow,NY,2013-09-27
2,1726,12.8,CRD,38,1,11370-1320,Trainsmeadow,NY,2013-03-27
3,1920,9.81,CRD,31,1,11370-1320,Trainsmeadow,NY,2013-11-08
6,2400,13.04,CRD,43,1,11370-1320,Trainsmeadow,NY,2013-12-02
2,2340,9.84,CRD,34,1,11370-1320,Trainsmeadow,NY,2013-09-24
2,1164,7.7,CRD,24,1,11370-1320,Trainsmeadow,NY,2013-03-21
2,1200,8.78,CRD,27,1,11370-1320,Trainsmeadow,NY,2013-01-02
3,2595,8.3,CRD,33,1,11370-1320,Trainsmeadow,NY,2013-11-07
5,2880,17.13,CRD,54,1,11370-1320,Trainsmeadow,NY,2013-05-01
2,1260,8.06,CRD,26,1,11370-1320,Trainsmeadow,NY,2013-02-05
6,1680,8.52,CRD,29,1,11370-1320,Trainsmeadow,NY,2013-03-16
2,2022,8.7,CRD,30,1,11370-1320,Trainsmeadow,NY,2013-09-15
6,1740,12.14,CRD,36,1,11370-1320,Trainsmeadow,NY,2013-01-02
6,1740,8.4,CRD,29,1,11370-1320,Trainsmeadow,NY,2013-04-30
5,2400,12.61,CRD,41,1,11370-1320,Trainsmeadow,NY,2013-02-26
3,2100,9.56,CRD,34,1,11370-1320,Trainsmeadow,NY,2013-05-01
6,1320,8.53,CRD,27,1,11370-1320,Trainsmeadow,NY,2013-10-14
2,1691,12.9,CRD,37,1,11370-1320,Trainsmeadow,NY,2013-06-27
5,1260,8.52,CRD,27,1,11370-1320,Trainsmeadow,NY,2013-10-10
5,2280,11.88,CRD,38,1,11370-1320,Trainsmeadow,NY,2013-08-12
6,1320,8.27,CRD,26,1,11370-1320,Trainsmeadow,NY,2013-04-28
4,2456,13.7,CRD,44,1,11370-1320,Trainsmeadow,NY,2013-10-25
2,2040,10.19,CRD,33,1,11370-1320,Trainsmeadow,NY,2013-11-21
4,2100,12.64,CRD,39,1,11370-1320,Trainsmeadow,NY,2013-11-04
6,1860,14.6,CRD,40,1,11370-1320,Trainsmeadow,NY,2013-08-01
5,1740,12.67,CRD,37,1,11370-1320,Trainsmeadow,NY,2013-07-01
5,1860,7.69,CRD,27,1,11370-1320,Trainsmeadow,NY,2013-04-15
5,2160,8.22,CRD,30,1,11370-1320,Trainsmeadow,NY,2013-09-30
6,2160,10.43,CRD,35,1,11370-1320,Trainsmeadow,NY,2013-05-10
4,3417,10.6,CRD,44,1,11370-1320,Trainsmeadow,NY,2013-06-06
5,1860,11.24,CRD,36,1,11370-1320,Trainsmeadow,NY,2013-06-13
2,1985,12.8,CRD,39,1,11370-1320,Trainsmeadow,NY,2013-04-19
2,1585,8.4,CRD,29,1,11370-1320,Trainsmeadow,NY,2013-07-30
5,2160,10.37,CRD,34,1,11370-1320,Trainsmeadow,NY,2013-09-09
2,1390,9,CRD,29,1,11370-1320,Trainsmeadow,NY,2013-04-28
3,1480,12.2,CRD,36,1,11370-1320,Trainsmeadow,NY,2013-01-30
2,1276,8,CRD,25,1,11370-1320,Trainsmeadow,NY,2013-07-07
2,1200,8.28,CRD,26,1,11370-1320,Trainsmeadow,NY,2013-04-30
6,2880,9.96,CRD,38,1,11370-1320,Trainsmeadow,NY,2013-09-17
2,2160,8.36,CRD,31,1,11370-1320,Trainsmeadow,NY,2013-09-10
2,2700,13.52,CRD,45,1,11370-1320,Trainsmeadow,NY,2013-02-05
6,1380,8.32,CRD,26,1,11370-1320,Trainsmeadow,NY,2013-01-15
3,1243,8.3,CRD,26,1,11370-1320,Trainsmeadow,NY,2013-02-25
2,974,7.7,CRD,23,1,11370-1320,Trainsmeadow,NY,2013-01-18
2,1745,9.3,CRD,30,1,11370-1320,Trainsmeadow,NY,2013-02-25
6,1620,8.12,CRD,29,1,11370-1320,Trainsmeadow,NY,2013-07-25
2,1740,11.49,CRD,36,1,11370-1320,Trainsmeadow,NY,2013-08-20
5,2640,8.59,CRD,36,1,11370-1320,Trainsmeadow,NY,2013-07-18
2,1920,12.83,CRD,39,1,11370-1320,Trainsmeadow,NY,2013-09-11
5,1500,8.45,CRD,28,1,11370-1320,Trainsmeadow,NY,2013-10-29
2,3131,17.7,CRD,55,1,11370-1320,Trainsmeadow,NY,2013-08-06
2,2293,8.6,CRD,33,1,11370-1320,Trainsmeadow,NY,2013-06-24
2,1091,8.9,CRD,26,1,11370-1320,Trainsmeadow,NY,2013-11-30
6,1560,8.38,CRD,28,1,11370-1320,Trainsmeadow,NY,2013-05-14
5,1980,13.9,CRD,41,1,11370-1320,Trainsmeadow,NY,2013-02-06
5,1260,9.02,CRD,28,1,11370-1320,Trainsmeadow,NY,2013-03-31
6,1260,9.35,CRD,28,1,11370-1320,Trainsmeadow,NY,2013-10-28
6,3000,11.44,CRD,43,1,11370-1320,Trainsmeadow,NY,2013-06-17
2,1378,10.1,CRD,30,1,10009-1263,Manhattan,NY,2013-11-19
2,1613,9.1,CRD,30,1,10010-3639,Manhattan,NY,2013-07-26
2,1404,9.9,CRD,30,1,10019-5890,New York,NY,2013-04-26
3,1560,12.17,CRD,34,1,10003-6709,Manhattan,NY,2013-12-29
5,1740,9.88,CRD,31,1,10023-3426,Manhattan,NY,2013-06-17
6,1800,10.59,CRD,33,1,10011-7031,Manhattan,NY,2013-01-29
3,1440,7.39,CRD,25,1,10027-3437,Manhattanville,NY,2013-06-14
3,1560,10.02,CRD,31,1,10036-3038,New York,NY,2013-11-27
4,2400,10.17,CRD,37,1,10036-4075,Manhattan,NY,2013-10-10
6,2160,10.15,CRD,35,1,10025-5418,Manhattan,NY,2013-01-18
5,1560,10.03,CRD,31,1,10024-6664,Manhattan,NY,2013-05-12
6,660,6.44,CRD,19,1,10035-4230,Wards Island,NY,2013-03-17
2,1686,10.3,CRD,31,1,10036-8202,New York,NY,2013-03-22
